11992918 0.240936 0.129077 0.0852392 1.04638 21.4032 0.11024 7 2 1 1 1 7 0 21.6751
12002173 0.0589808 0.0110995 0.00297262 3.3178 22.0478 0.0466573 559 8 93 1 1 559 0 15.454
12009096 0.0280514 0.0069715 0.00207484 18.4605 18.9844 0.0204319 32494 11 7158 1 1 1085 3748 9.59222
12011319 0.0330114 0.00791476 0.0026592 0.3951 11.6631 0.00448684 178 4 36 1 1 178 0 17.1022
12025309 0.0655585 0.00937511 0.00209844 162.71 17.6113 0.675538 115419 13 12060 1 1 1057 3945 7.75882
12033997 0.0116026 0.00424985 0.00195168 0.115034 4.13337 0.000414768 99 6 23 1 1 99 0 17.9454
12037459 0.0395366 0.0135902 0.00357178 0.919538 16.4948 0.00565491 494 9 123 1 1 494 0 15.6321
12038277 0.124516 0.00893052 0.0024615 62.7435 22.8198 2.83293 2859 13 219 1 1 1040 727 13.1003
12038562 0.00937395 0.00269762 0.00110304 1.98659 15.5896 0.00119496 32278 10 7018 1 1 1058 3367 9.60186
12040317 0.0312111 0.00587424 0.00185487 10.308 21.0015 0.0328061 5672 12 958 1 1 1070 1547 12.1119
12040476 0.0308919 0.00875803 0.00257636 0.858625 15.2721 0.00434196 1201 6 292 1 1 1009 150 14.3513
12041944 0.028265 0.00587787 0.00165431 12.4102 19.0194 0.0239182 26670 12 5360 1 2 1069 3286 9.87751
12042320 0.0202978 0.00614943 0.00163902 8.31823 17.1983 0.0052438 78437 11 21219 1 1 1092 4506 8.31823
12042639 0.0352009 0.0116041 0.00299844 1.63432 16.8119 0.00604586 5908 5 1692 1 1 1080 1817 12.0531
12042689 0.0429259 0.00840948 0.00209633 41.6084 18.688 0.0921815 48685 13 9193 1 1 1067 4130 9.00799
12044652 0.0426381 0.00333927 0.00130466 2.9723 23.7589 0.0823539 107 6 8 1 1 107 0 17.8338
12046813 0.0293477 0.0115223 0.00345784 5.05063 18.2128 0.00598456 22842 6 5781 1 1 1109 3913 10.1013
12046854 0.0937947 0.00875025 0.00203684 0.420194 13.3167 0.0250541 28 3 7 3 3 28 0 19.7491
12049664 0.0654664 0.0100746 0.00202596 9.68418 21.5777 0.0652165 3562 8 700 1 1 1023 1308 12.7831
12049699 0.033914 0.00713013 0.00201537 8.49023 18.9809 0.0283839 21506 13 3767 1 1 1102 3067 10.1883
12050369 0.0121383 0.00403041 0.001669 1.29503 16.3574 0.00109844 3549 5 869 1 1 1047 976 12.7884
12050646 0.0469927 0.00795848 0.00211582 2.97058 20.9885 0.032463 1007 10 193 1 1 1003 7 14.6054
12053696 0.0428181 0.00763675 0.00256057 10.3978 22.6814 0.101641 1684 7 233 1 1 1015 383 13.8638
12054862 0.0210524 0.00517404 0.00174376 3.50823 20.3469 0.0108683 2436 5 479 1 1 1062 679 13.3313
12056885 0.0779103 0.00814851 0.00231416 116.257 22.0434 2.72838 5199 13 583 1 1 1046 1515 12.2375
12059246 0.0379598 0.00719551 0.00209304 8.10468 21.6329 0.0489181 2945 10 455 1 1 1045 1015 13.0575
12059939 0.0278724 0.0048158 0.00186277 2.23002 21.3285 0.0182414 334 6 49 1 1 334 0 16.1961
12062794 0.0354014 0.0142195 0.00387112 21.5349 19.2472 0.0391035 28364 14 5871 1 1 1136 3330 9.78857
12065812 0.012289 0.00392787 0.00159103 0.377579 9.99441 0.000762458 1564 5 349 1 1 1022 441 13.9704
12067772 0.0634895 0.0133593 0.00324785 6.70269 21.6982 0.054074 2314 6 579 1 1 1028 639 13.4054
12069762 0.0321364 0.00754716 0.0021018 25.9773 18.9525 0.0388673 36810 11 7600 1 1 1068 3818 9.41205
12070861 0.0243834 0.00880268 0.00350711 0.246033 9.22907 0.00235664 32 6 7 1 1 32 0 19.5596
12070966 0.0313042 0.00902077 0.00274472 0.139399 5.51168 0.00159978 33 5 12 1 1 33 0 19.5159
12072230 0.121244 0.0334315 0.00822919 85.8658 16.6849 0.21216 212992 9 27165 1 1 1454 5781 6.86927
12073333 0.0416424 0.00643966 0.00200397 18.8857 22.338 0.149957 3013 12 455 1 1 1046 853 13.0246
12074028 0.0107141 0.00289489 0.00112991 8.18982 16.1025 0.00356137 173658 16 32458 1 1 1067 5665 7.16609
12076868 0.0266063 0.00830788 0.00236546 31.1913 15.6663 0.0249278 388378 11 94840 1 2 1076 4507 5.99241
12078661 0.0441933 0.00969614 0.00259161 4.78553 18.8801 0.0171954 12791 9 3487 1 1 1080 2580 10.9384
12080206 0.019777 0.003851 0.00149837 1.18185 17.0432 0.00623576 1178 7 186 1 1 1009 161 14.3792
12083647 0.0509126 0.00916776 0.00230553 78.7451 16.1876 0.283613 299512 11 41773 2 2 1049 5349 6.37243
12103553 0.0222454 0.0034625 0.00121555 0.624858 14.7589 0.00439317 209 2 34 1 1 209 0 16.8712
12103574 0.01459 0.00808409 0.00281232 17.3153 14.6744 0.00319936 686382 12 91420 1 1 1072 5920 5.15337
