11992918 36.5077 35.7795 34.9774 44.8854 31.3273 47.2632 7 2 5 1 1 7 0 21.6751
12002173 13.9484 9.88923 5.55959 33.5862 24.9856 81.3858 559 6 282 1 6 559 0 15.454
12009096 8.49696 6.26119 3.76698 21.0484 19.0456 28.1464 32494 11 16054 1 152 1686 3795 9.59222
12011319 13.1253 8.78995 5.17797 35.855 26.6369 102.482 178 6 77 1 5 178 0 17.1022
12025309 8.20971 6.22718 3.63032 17.0651 17.1673 21.145 115419 18 62860 1 2830 3666 3843 7.75882
12033997 9.34178 6.31013 3.97716 27.2836 27.3543 56.6196 99 6 39 1 4 99 0 17.9454
12037459 15.1441 11.2905 6.41264 33.3672 25.159 74.7071 494 10 275 1 2 494 0 15.6321
12038277 11.5657 8.11182 4.62667 28.7678 22.6105 61.5348 2859 11 1410 1 69 1112 739 13.1003
12038562 5.61445 3.73397 2.23205 20.8905 19.0517 20.1525 32278 13 13201 1 25 1432 3441 9.60186
12040317 9.34246 6.33625 3.61012 26.5174 21.608 47.4949 5672 11 2519 1 54 1219 1569 12.1119
12040476 12.0514 8.55658 4.85961 30.7772 23.8668 62.2188 1201 9 584 1 10 1010 150 14.3513
12041944 8.22711 5.71222 3.16693 21.6135 19.3356 31.8172 26670 8 12548 1 186 1582 3340 9.87751
12042320 7.55475 5.46706 3.03822 18.1695 17.7392 20.7709 78437 13 42157 1 322 1903 4762 8.31823
12042639 11.8351 9.01725 5.25529 26.0019 21.5424 42.215 5908 3 3331 1 31 1439 1803 12.0531
12042689 8.89053 6.53188 3.76949 19.7676 18.4484 29.6756 48685 13 24805 1 775 2663 4115 9.00799
12044652 8.49127 4.77957 2.77271 32.0055 27.3162 72.673 107 4 39 1 1 107 0 17.8338
12046813 10.4208 8.62276 5.54016 21.9786 19.5613 22.5242 22842 11 10391 1 56 1367 3239 10.1013
12046854 13.3403 7.41183 4.16838 32.3204 29.2249 162.343 28 3 10 3 7 28 0 19.7491
12049664 11.993 7.92582 3.92317 27.9691 22.2879 68.7364 3562 11 1760 1 68 1123 1303 12.7831
12049699 9.0074 6.56175 3.74077 22.3045 19.6527 31.9222 21506 12 10499 1 141 1485 3111 10.1883
12050369 8.0136 5.46587 3.32421 26.9264 22.2781 38.5042 3549 6 1464 1 9 1059 974 12.7884
12050646 11.782 7.7942 4.15186 31.8338 24.1296 74.2499 1007 8 465 1 12 1003 7 14.6054
12053696 11.0291 7.98955 4.81066 30.2731 23.3808 55.835 1684 8 766 1 12 1029 381 13.8638
12054862 9.2981 6.25352 3.46952 28.804 22.838 45.7796 2436 4 1156 1 9 1093 679 13.3313
12056885 10.5917 7.48184 4.33843 26.6568 21.7334 51.1838 5199 13 2465 1 55 1136 1548 12.2375
12059246 10.7255 7.40918 4.04285 28.6235 22.5665 54.9812 2945 13 1463 1 41 1109 995 13.0575
12059939 9.90233 6.34367 3.77893 35.3124 25.7361 74.0886 334 7 129 1 1 334 0 16.1961
12062794 10.9384 9.15428 5.9048 21.4421 19.2453 21.3114 28364 14 18396 1 149 1518 3146 9.78857
12065812 8.25215 5.4902 3.22851 29.0228 23.4694 43.4645 1564 6 654 1 5 1023 441 13.9704
12067772 12.866 9.68058 5.73549 29.1454 22.9154 57.0494 2314 6 1175 1 17 1082 636 13.4054
12069762 8.68467 6.43712 3.79236 20.6099 18.8606 27.5151 36810 9 18902 1 240 1811 3733 9.41205
12070861 13.8896 10.5955 6.58882 35.1297 29.0704 77.105 32 6 13 1 2 32 0 19.5596
12070966 14.3886 9.20259 5.36631 29.9839 28.9574 117.754 33 5 15 1 6 33 0 19.5159
12072230 10.0463 9.33767 7.45134 15.0916 16.2487 7.68566 212992 11 112478 1 15553 16574 5688 6.86927
12073333 10.1238 6.84772 3.90057 28.3425 22.5304 54.7089 3013 12 1385 1 31 1085 866 13.0246
12074028 5.02754 3.57036 2.18456 15.718 16.5548 12.9248 173658 16 75213 1 854 2267 5661 7.16609
12076868 6.47111 5.36456 3.61181 13.1744 15.339 9.11009 388378 11 218724 1 3480 4629 4572 5.99241
12078661 10.189 7.54753 4.61567 23.8158 20.414 40.2331 12791 11 6228 1 96 1218 2263 10.9384
12080206 8.2974 5.32 3.07253 30.7418 23.8938 49.699 1178 9 472 1 5 1010 161 14.3792
12083647 7.05714 5.77159 3.65446 14.0153 15.7343 11.232 299512 9 130071 1 4638 6531 5396 6.37243
12103553 9.09596 4.92694 2.59783 34.0754 26.3897 86.1373 209 5 67 1 6 209 0 16.8712
12103574 5.93406 5.25757 3.8054 11.3277 14.4622 4.16152 686382 11 517907 1 2845 5007 5885 5.15337
12104132 11.1821 8.86366 5.08604 23.6975 20.2977 28.6214 13868 12 8967 1 149 1398 2580 10.8217
12106615 11.371 7.011 3.96846 36.4886 29.0417 108.29 33 5 12 1 1 33 0 19.5159
12106740 20.1885 19.687 19.2876 31.9032 30.309 25.0682 13 2 3 1 2 13 0 20.8271
12106931 11.4314 7.28844 3.73148 35.2254 26.3162 80.5765 222 7 95 1 2 222 0 16.7843
12107791 14.726 10.4065 5.96341 32.5148 24.3632 93.3062 859 10 412 1 26 859 0 14.8346
12114701 12.4707 6.77244 3.023 26.0264 32.28 105.528 3 1 1 1 1 3 0 22.7746
12117505 6.56797 4.19532 2.60595 30.1745 25.9669 36.2554 272 10 104 1 2 272 0 16.4919
12117897 10.1718 8.46375 5.82871 19.6524 18.3806 23.4274 50992 7 27253 1 692 2662 3544 8.94107
12118852 4.57025 3.32739 2.04955 13.0634 15.2923 9.2622 400281 16 183749 1 706 3720 6045 5.94816
12120250 9.36877 6.30941 3.3483 27.8323 22.5489 42.6771 2959 4 1432 1 8 1078 602 13.0507
12120501 3.62343 3.17497 2.37254 6.42267 12.0719 2.02952 2928253 13 1596580 1 31766 40788 7466 2.92153
12122143 9.34129 6.64596 4.46069 31.9166 28.2348 51.0612 56 8 25 1 1 56 0 18.7618
12123747 8.06316 5.43967 3.36042 32.4768 24.5312 45.2989 763 8 295 1 3 763 0 15.0055
12124361 6.63455 3.86775 2.61341 24.939 29.8861 52.0521 16 2 5 1 1 16 0 20.5376
12124644 9.31441 6.76447 4.02859 27.1283 22.4541 36.3097 3141 12 1480 1 5 1072 978 12.9646
12125590 10.8209 9.83116 7.09514 23.1313 20.2103 10.1824 14648 13 10831 1 24 1185 2984 10.7427
12126308 11.0092 8.27918 5.14088 29.7495 23.1785 47.2279 1933 13 902 1 6 1025 566 13.6649
12126867 4.4322 3.0759 1.87811 14.8901 16.2663 10.7342 209272 14 89298 1 97 2056 4971 6.8949
12127836 5.29457 3.67681 2.27928 18.9986 18.0963 16.3169 61734 13 25244 1 68 1476 3933 8.66466
12129135 5.07516 3.91758 2.42426 10.3279 13.9832 7.66911 931758 18 499090 1 11462 14436 6689 4.69786
12130971 7.0982 4.65308 2.82498 27.1868 22.4754 35.4158 3096 6 1224 1 10 1053 971 12.9854
12133831 8.75272 5.36884 2.88809 29.073 22.7823 54.8396 2540 5 1009 1 7 1037 742 13.271
12135133 9.37571 7.07442 5.08767 17.0242 30.5885 36.2167 8 3 4 2 2 8 0 21.4945
12135161 9.05517 5.41576 2.93044 32.6395 24.6413 65.6204 707 7 275 1 2 707 0 15.1154
12136230 16.6093 12.3714 6.91014 32.1506 24.1575 89.3105 990 8 525 1 31 990 0 14.6299
12136900 10.3536 6.20526 3.35892 32.7483 26.7629 81.6439 159 3 68 1 3 159 0 17.2646
12137878 8.01145 6.19939 3.81567 19.4429 18.281 21.7245 54544 15 21304 1 930 1847 3210 8.84371
12140249 10.154 6.8228 3.82869 27.2673 21.9071 56.0783 4628 12 2078 1 104 1122 1244 12.4054
12141313 10.8344 7.92627 4.73036 27.726 22.1341 49.2332 3961 5 1914 1 52 1114 1333 12.6299
12141397 9.19187 6.56161 3.87723 22.871 19.9151 38.2942 17993 10 8400 1 288 1473 2909 10.4458
12141581 9.85637 7.08353 4.17122 24.9291 20.8758 41.1293 9350 7 4709 1 113 1311 2121 11.3906
12143548 14.323 12.4945 8.56227 21.1727 19.0986 28.0562 31352 8 19543 1 1854 3658 3484 9.6439
12147300 8.94759 6.39137 3.63394 22.4167 19.6826 33.0204 21087 11 10490 1 177 1424 2942 10.2167
12148111 16.9418 12.2903 6.94968 35.8113 26.7793 106.355 161 10 86 1 5 161 0 17.2466
12148730 7.33656 4.88309 3.08804 32.1 24.4829 41.4877 787 5 279 1 1 787 0 14.9608
12150166 8.21004 5.9978 4.51092 25.6472 28.6056 45.3265 40 4 13 1 3 40 0 19.2421
12151865 7.74151 6.35381 4.12607 14.4098 15.9209 13.2941 264768 19 141546 1 5018 7693 5513 6.55234
12152512 9.83858 6.69039 4.237 33.4987 25.8599 60.5647 302 5 125 1 2 302 0 16.3412
12153849 10.943 7.94773 5.04286 33.3696 26.1616 56.4888 244 5 114 1 2 244 0 16.6483
12157007 12.2369 9.17391 5.43166 25.901 21.3022 52.3291 6993 15 3610 1 204 1242 1666 11.8098
12159268 8.09832 7.90032 7.2734 14.631 16.0371 2.01343 245008 14 80318 1 123 1414 2866 6.66538
12159348 9.77001 6.78091 5.01768 28.1196 30.9348 77.4772 8 4 2 1 1 8 0 21.4945
12160305 11.5257 8.66567 5.27556 28.6373 22.5778 51.8001 2922 3 1266 1 53 1076 1146 13.0688
12160585 11.0009 8.23749 4.66292 27.4836 22.0365 40.1564 4233 10 2424 1 27 1206 1147 12.5341
12161991 12.0139 8.65142 5.05992 29.9722 23.3152 60.9841 1759 5 834 1 16 1039 477 13.8009
12163949 14.5573 9.50835 4.74229 41.2299 28.8856 122.331 38 6 16 1 2 38 0 19.3152
12164823 9.43987 7.17642 4.38939 21.0328 19.0558 29.7788 32253 16 17041 1 284 1856 3378 9.60298
12165189 10.714 7.77894 4.5803 26.2708 21.4524 49.1194 6314 10 2905 1 119 1192 1786 11.9572
12167554 8.35641 5.55749 3.36822 30.4293 24.1686 48.5144 968 11 382 1 7 968 0 14.6623
12168745 10.1851 7.16955 3.98198 24.9958 20.8773 45.9698 9347 7 4437 1 179 1262 2323 11.3911
12170967 7.75008 7.75008 7.75008 7.75008 32.4015 0 1 1 0 1 1 1 0 23.997
12171783 8.31627 7.80595 6.59727 13.4595 15.4756 5.46371 355055 11 214070 1 1787 5742 5362 6.12377
12172584 7.65547 6.86718 4.89005 17.4338 17.3487 5.91215 102163 10 85119 1 61 1562 2851 7.9356
12172651 7.91694 6.34599 3.93128 17.005 17.1794 14.3024 114287 5 68952 1 37 2266 4257 7.77311
12180918 12.6008 8.51021 4.67029 31.5556 23.9614 78.4626 1131 7 538 1 10 1012 109 14.4379
12181942 12.2849 7.68997 4.19005 36.5019 26.1714 98.0107 248 3 105 1 3 248 0 16.6249
12182243 3.88163 3.28567 2.39996 7.58365 12.6508 2.91015 2107538 23 1275177 1 36001 41930 7730 3.44842
12183803 6.54479 4.23223 2.64517 26.7362 21.8037 36.0464 4951 11 1781 1 35 1080 1388 12.3081
12185943 4.19856 3.58721 2.54483 7.38786 12.5563 3.53249 2226212 8 1211188 1 41817 57120 7619 3.36193
12188279 9.31117 6.48288 3.63856 23.0148 20.0573 40.4184 16299 9 7723 1 122 1497 3359 10.5885
12188728 11.9883 9.11457 5.38655 27.3934 22.473 43.712 3108 11 1715 1 7 1244 1161 12.9798
12193190 9.79459 6.41027 3.4316 24.9399 20.8416 51.6645 9580 7 4467 1 127 1201 2209 11.3556
12193249 10.9656 7.80804 4.91729 30.4956 23.6008 62.6939 1445 6 628 1 16 1030 314 14.0846
12193552 11.9251 7.04245 3.45166 35.308 25.8983 96.189 298 9 134 1 1 298 0 16.3604
12193962 22.3464 19.9293 17.4789 33.5501 30.8546 93.5761 9 2 5 1 3 9 0 21.3341
12194999 11.4482 8.27727 4.66231 30.6091 23.7545 52.191 1298 6 673 1 10 1013 216 14.2393
12195765 12.8826 9.14787 5.42551 31.3038 23.9635 76.5604 1127 11 506 1 24 1006 110 14.443
12203247 8.96267 7.52637 4.8363 15.5356 16.455 14.299 185717 7 104456 1 9741 11512 4588 7.06854
12206093 8.64001 7.23622 4.80953 17.1574 17.2363 14.304 110080 15 64164 1 522 2173 4813 7.82746
12208035 7.37095 5.25273 3.11009 19.3714 18.2647 24.6353 55113 9 25876 1 308 1885 3732 8.82871
12209759 12.7948 10.5354 6.74291 21.5302 19.2506 33.9384 28292 8 16462 1 1214 2177 2638 9.79224
12211545 4.53813 3.75498 2.56702 9.63426 13.6491 4.1408 1149689 13 745772 1 7449 11061 6929 4.38158
12215536 8.53366 6.3096 3.71321 19.8232 18.4727 27.1221 47892 13 24357 1 535 2152 3248 9.03173
12216626 8.70895 5.72884 3.24519 26.4824 21.8169 47.361 4892 11 2053 1 28 1147 1424 12.3254
12221047 3.80317 3.21334 2.35403 7.06813 12.3949 2.74045 2444045 11 1227324 1 35914 58782 8134 3.21345
